name,space,neighbourhood_cleansed,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,amenities,square_feet,price,cleaning_fee,minimum_nights,maximum_nights,reviews_per_month,host_acceptance_rate
"BEAUTIFUL APARTMENT, GREAT LOCATION","Beautiful 1st floor spacious and furnished two bedroom apartment in the heart of Boerum Hill. Only 2 blocks away from the  famous Smith Street for the best dining and bar experiences in Brooklyn, if not New York City. The property is located on a beautiful tree-lined street in a prime Brooklyn location on Dean and Bond, with plenty of cafés and great spots to dine and drink at any time. The apartment is furnished with a queen bed in the master bedroom and a double bed in the side bedroom and a sofa in the living room. The  kitchen comes fully stocked and the bathroom has a full bathtub and shower. In addition, the apartment has cable TV and internet connection. Boerum Hill and neighboring Cobble Hill and Carroll Gardens are well known for fabulous restaurants on Smith Street (restaurant row), great shopping, cafes and antique stores. Well known artists and actors live in the area as well. It is a few blocks to the F/2/3/4/5/B/D/Q trains which take 10 - 15 minutes to get into the city. ",Boerum Hill,40.68653,-73.98562,Apartment,Entire home/apt,0,1,0,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Bed linens""}",,$230.00,$100.00,4,15,0.21,50%
Newly Reno’d Chic Quiet Exec 1BR,"Surrounded by some of Manhattan's best eateries, boutiques and nightlife, this apartment features newly renovated modern decor -- a serene setting in the heart of NYC's hottest neighborhood, with exceptional restaurants, bars, and shopping, as well as a load of coffee houses and cafes. I live in this apartment thus your booking is secure provided you comply with house rules. You are renting the entire apartment space for your exclusive use. No need to ask if the dates you want are available because you can't make a reservation request if your dates are not available. Unit is a three-flights walk-up. CHECK IN AND CHECK OUT: Check in is at 4pm and check out is at 11am. You'll get an email request to set up access. You are not checked out until you return your keys. Late/early check-in/out may be possible for a $35 fee, ask when you book.   Free wi-fi, near great restaurants, 3 flight walk up, lots of light and windows and a courtyard view = quiet! Everything is up to code yet the rooms r",East Village,40.72229,-73.97901,Condominium,Entire home/apt,1,1,1,"{TV,""Cable TV"",Wifi,""Air conditioning"",Kitchen,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$146.00,$110.00,3,90,1.5,97%
Charming room in Victorian home,"The  House & Its Location: Our house is located at the intersection of the Historic Districts of Bedford-Stuyvesant and Clinton Hill, in vibrant, artistic, and diverse Brooklyn, famous for its history and architecture.  Our charming rooms are located on the fourth floor of our 19th century Victorian home with all its original detail.  A lovely accommodation, it features two comfortable, spacious, furnished private rooms -- one of which is listed here. (If you wish to book the two rooms at once, please find ""Charming Rooms in Victorian Home"" on Airbnb.) The Room: Each room has a full-sized bed, dresser, bedside tables, original detail, and abundant light.  Fresh towels and bed linens will welcome you. The bath and kitchenette (microwave oven, refrigerator, coffeemaker, and dishware), located on the same floor, are shared with guests from the other room.  Transportation: A quick subway ride will put you in downtown or midtown Manhattan in fifteen-to-thirty minutes.  We are only a twenty-",Bedford-Stuyvesant,40.68749,-73.95494,House,Private room,1,1,1,"{Internet,Wifi,""Air conditioning"",""Pets live on this property"",Cat(s),Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Dishes and silverware"",""Host greets you""}",,$79.00,$0.00,3,180,1.33,92%
Brooklyn B & B close to Manhattan,"Bed and Breakfast available in an Artist and Architect owned 1860s townhouse in the BAM historic district in Fort Greene, Brooklyn.  The rooms can sleep up to 6 persons.  You would be located near one of the largest subway hubs in the city in a Brooklyn townhouse that retains much of its early character with multiple layers of its history left exposed in the renovation.  Experience New York from the vantage of one of Brooklyn’s earlier neighborhoods and make your visit of New York more memorable.  The house is occupied by the owner who travels frequently.  You will be in easy walking distance to the Atlantic Terminal with LIRR access to Airtrain (1 hour to JFK by train) and nearly every subway; 2. 3. 4. 5. B, C, D, G, N, Q, R, (15 – 20 minutes to Manhattan).  There are many restaurants nearby in Fort Greene as well as local fashion stores and a shopping mall.  The Brooklyn Academy of Music offers summer venues as well as concerts in Fort Greene Park.    Ideal for families.  Two separat",Fort Greene,40.68645,-73.97538,Townhouse,Private room,1,2,4,"{Wifi,""Air conditioning"",Breakfast,""Pets live on this property"",Cat(s),""Free street parking"",Heating,""Family/kid friendly"",""Hot water""}",,$140.00,$60.00,3,365,1.6,98%
Cozy multi-leveled apartment!,"We just finished a complete renovation of the apartment: we installed a new kitchen, ceiling lights, floors, we've got a beautiful wall paper and changed the whole color scheme - we are artists after all. I love how it turned out.  It's 7 min. by car to Brooklyn and 40 min. to Manhattan; the public transportation is within walking distance : 20min. to Brooklyn and 50 min. to Manhattan by bus. The Ferry is FREE and very romantic, all of the movies about NYC where filmed from the Staten Island Ferry! And the Green Lady (Statue of Liberty) is passed by every time you go to and back from Manhattan.  The apartment is on a quiet street and it's 10 min. walking distance to the ocean. It's in the safe residential neighborhood. The apartment is completely private. The only thing that's shared is the foyer/corridor with two entrance doors into apartments: mine (I live upstairs) and yours (first floor). The bedroom has two windows, it is on the street level. The dining area, kitchen and bathroom ",Shore Acres,40.61077,-74.06824,Apartment,Entire home/apt,1,1,1,"{Wifi,""Air conditioning"",Kitchen,""Free parking on premises"",""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you"",""Baking sheet"",""Trash can""}",,$75.00,$70.00,6,365,0.79,91%
Quiet sunny studio Midtown,"Sunny quiet Studio in elevator building. internet access (cable internet access - bring you own computer). Separate kitchen, laundry in basement. Wake up to birds chirping instead of horns honking!  1. Full size murphy bed & full size sofa bed, (clean linens provided) 2. Full bathroom (towels are provided) 3.Free Wi-Fi internet 4. Humidifier. 5.Air conditioner 6. gas stove, state-of-the-art water filter, kitchen amenities.  7. Very nice, quiet and clean building NO WALK UP!! 8.FABULOUS location, near EVERYTHING: #6 (local green) subway 3 blocks away.",Midtown,40.74267,-73.98569,Apartment,Entire home/apt,1,0,2,"{Wifi,""Air conditioning"",Kitchen,""Paid parking off premises"",Elevator,""Free street parking"",Heating,""Family/kid friendly"",Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,Hangers,Iron,""Laptop friendly workspace"",""Hot water"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,Other}",250,$95.00,$30.00,5,20,0.05,67%
Sunny 2 bdrm W'burg Duplex w/ 3 beds. 5* superhost,"Beautifully redone apartment with new wall, floors, windows and light fixtures. Closets in both rooms.  Every review says the place is better than the photos, which makes me think that I should take a photography class. Two-bedroom apartment for rent in Williamsburg Brooklyn 5 minute walk from the L-train ""Lorimer"" stop and 15 minutes to Union Sq.  The apartment is located in the house where I live.  This is the best neighborhood in NYC and gives you the best of Brooklyn life.  I can suggest a million things to do but (Hidden by Airbnb) is a pretty good resource. Top two floors of a Williamsburg townhouse!  Relax in this private two-bedroom sunny duplex.  Great light, large windows and a fun atmosphere.  There is one large front bedroom with a queen bed and a sofa-bed.  Second bedroom is very quiet (rear facing) and has a queen sized bed.  A newly renovated bathroom with shower is located on the same floor.  The top floor has a sunny kitchen and living area combined with a useful islan",Williamsburg,40.71126,-73.94576,Apartment,Entire home/apt,1,2,3,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,""Free street parking"",""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self check-in"",Keypad,""Private entrance"",""Hot water"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",,$220.00,$90.00,3,1125,1.45,86%
"Your Cozy Room in Park Slope, Brooklyn is Waiting","Located in historic Park Slope Brooklyn. Minutes away from several trains, buses, Long Island Railroad line (LIRR) and taxis. You can find everything you need within walking distance. Small mom & pop shops, as well as big chain stores are here. Just around the corner is a 24 hour drugstore. You don't have to worry about coming in from sight seeing late at night, because this is a safe family neighborhood. The nearest train or bus is just up the block. Only 20 minutes and you're in Manhattan. Clean shared Bathroom. Hi-speed internet. This is the perfect resting, sleeping or work place. If you decide to spend some time inside, the hi-speed Internet and cozy, private feel will calm your nerves and make you feel relaxed after coming in from Manhattan or taking in the sights of historic Brooklyn.  Neighborhood, transportation and sight- seeing info available if needed.",Park Slope,40.67726,-73.97395,Apartment,Private room,1,1,2,"{TV,""Cable TV"",Wifi,""Free street parking"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""Lock on bedroom door"",Hangers,Iron,""Laptop friendly workspace"",""Private entrance"",""Hot water"",""Extra pillows and blankets"",""Patio or balcony"",""Trash can""}",200,$80.00,$10.00,2,14,3,100%
ROOM WITH KITCHENETTE #2,"PLEASE READ CAREFULLY BEFORE BOOKING TO FIND OUT IF THIS APARTMENT SUITABLE FOR YOU  Why pay more for  accommodation when  you can access a clean, comfortable room for less than quarter of the price? This beautiful apartment contains a kitchenette with s stove, pots, microwave,and a refrigerator. The sleeping area can accommodate up to three persons with a full bed and a ( pull out sofa). There is also a chest of drawers and television. Wireless internet is also available. The room has two windows for those who prefer natural light and air and the floor is made of beautiful hardwood. Smoking is prohibited in the building. This ideal location is situated in close proximity to stores, supermarkets,parks and laundry marts. The train station is just two minutes away. The A and C trains or buses take you into Manhattan. Our clients arre always satisfied  and comment on our clean, well maintained bathrooms bathroom is shared and friendly, reasonable service. WE STRIVE TO PROVIDE ALL  OUR CLI",Bedford-Stuyvesant,40.67855,-73.94949,House,Entire home/apt,1,1,2,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Dishes and silverware""}",,$80.00,$0.00,3,365,2.45,100%
AlphaBet City private guest floor large 2br L.E.S,"Accommodation for 6 guests.  Apt is on the 3rd Floor (2 flights of stairs- Walk-up). Size: Approx. 1000sq. (90sq Meters) occupies the entire 3rd floor (East / West exposure) separate private entrance, guest suite.  The Building is a small 4 story, no frills, very Simple, a bit rundown funky old East Village/ Lower East Side type building and I love it just the way it is. Spacious large bedrooms, both with Queen side beds, walk in closets The Living Room is large and feels very open and spacious, cool furniture, I also have a twin size folding bed available, it is comfy.  Dining area, large kitchen, large bathroom, A/C, internet Wi-Fi. No cable TV. Netflix Connected to smart TV Overall it is a cool nice clean space in the heart of the East Village/ Lower East Side, at a great price for the size and condition. Part of a 2000 Sq Duplex. Separate guest  suite, separate entrance 1000 sq.",East Village,40.72416,-73.9853,Apartment,Entire home/apt,1,2,4,"{TV,Internet,Wifi,""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,Bathtub,""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Long term stays allowed"",""Host greets you""}",,$250.00,$95.00,2,180,1.56,95%
